num_wavefunction, num_electrons, time, size
3001, 2, 31314, 1604
3101, 2, 31969, 1636
3201, 2, 32877, 1654
3301, 2, 34026, 1669
3401, 2, 34979, 1684
3501, 2, 35900, 1707
3601, 2, 36932, 1719
3701, 2, 37947, 1734
3801, 2, 38990, 1757
3901, 2, 39946, 1778
4001, 2, 40786, 1789
4101, 2, 41935, 1813
4201, 2, 42966, 1834
4301, 2, 43999, 1829
4401, 2, 45202, 1847
4501, 2, 46068, 1856
4601, 2, 47197, 1870
4701, 2, 48675, 1880
4801, 2, 49312, 1892
4901, 2, 50097, 1896
5001, 2, 51308, 1909
5101, 2, 52113, 1914
5201, 2, 52999, 1926
5301, 2, 54065, 1929
5401, 2, 55121, 1937
5501, 2, 56085, 1937
5601, 2, 57074, 1946
5701, 2, 58240, 1952
5801, 2, 58986, 1961
5901, 2, 60059, 1972
6001, 2, 61127, 1971
6101, 2, 62226, 1980
6201, 2, 63209, 1984
6301, 2, 64239, 1985
6401, 2, 65914, 1992
6501, 2, 66451, 1995
6601, 2, 67307, 1995
6701, 2, 68444, 1999
6801, 2, 69801, 2001
6901, 2, 70426, 2006
7001, 2, 71354, 2012
7101, 2, 72186, 2014
7201, 2, 73776, 2021
7301, 2, 74630, 2023
7401, 2, 75605, 2023
7501, 2, 76577, 2024
7601, 2, 77618, 2026
7701, 2, 78390, 2029
7801, 2, 79343, 2027
7901, 2, 80363, 2029
8001, 2, 81335, 2028
8101, 2, 83261, 2032
8201, 2, 83472, 2034
8301, 2, 84727, 2037
8401, 2, 85577, 2039
8501, 2, 86608, 2042
8601, 2, 87522, 2042
8701, 2, 88475, 2046
8801, 2, 89453, 2047
8901, 2, 90472, 2048
9001, 2, 91570, 2049
9101, 2, 92198, 2051
9201, 2, 93609, 2052
9301, 2, 94841, 2053
9401, 2, 95601, 2053
9501, 2, 97429, 2053
9601, 2, 97607, 2053
9701, 2, 98095, 2057
9801, 2, 99857, 2056
9901, 2, 100046, 2059
1, 3, 709, 1
101, 3, 1566, 105
201, 3, 2623, 202
301, 3, 3577, 305
401, 3, 4678, 407
501, 3, 5669, 526
601, 3, 6641, 595
701, 3, 7601, 693
801, 3, 8751, 794
901, 3, 9874, 941
1001, 3, 10768, 1032
1101, 3, 11900, 1084
1201, 3, 12903, 1182
1301, 3, 13840, 1315
1401, 3, 14810, 1422
1501, 3, 16400, 1473
1601, 3, 17009, 1571
1701, 3, 17849, 1736
1801, 3, 18957, 1770
1901, 3, 20003, 1867
2001, 3, 20881, 2036
2101, 3, 21894, 2146
2201, 3, 22892, 2238
2301, 3, 23891, 2333
2401, 3, 24900, 2338
2501, 3, 25904, 2429
2601, 3, 26831, 2621
2701, 3, 27907, 2620
2801, 3, 28864, 2713
2901, 3, 29924, 2920
3001, 3, 31068, 2898
3101, 3, 31821, 2990
3201, 3, 33008, 3084
3301, 3, 34021, 3291
3401, 3, 35078, 3407
3501, 3, 36125, 3360
3601, 3, 37181, 3588
3701, 3, 38061, 3710
3801, 3, 39178, 3776
3901, 3, 40048, 3730
4001, 3, 41027, 3985
4101, 3, 42019, 3918
4201, 3, 43028, 4000
4301, 3, 44258, 4240
4401, 3, 44970, 4180
4501, 3, 45778, 4271
4601, 3, 46840, 4363
4701, 3, 47996, 4453
4801, 3, 49050, 4544
4901, 3, 50288, 4812
5001, 3, 51085, 4723
5101, 3, 52134, 4816
5201, 3, 53215, 5092
5301, 3, 54324, 5191
5401, 3, 55372, 5305
5501, 3, 56875, 5375
5601, 3, 57585, 5260
5701, 3, 58586, 5534
5801, 3, 59600, 5445
5901, 3, 60170, 5754
6001, 3, 61100, 5838
6101, 3, 62374, 5725
6201, 3, 63278, 6015
6301, 3, 64009, 6117
6401, 3, 64706, 6194
6501, 3, 66123, 6076
6601, 3, 67282, 6160
6701, 3, 67950, 6244
6801, 3, 68995, 6571
6901, 3, 70298, 6635
7001, 3, 71257, 6730
7101, 3, 72933, 6589
7201, 3, 73100, 6890
7301, 3, 74254, 6759
7401, 3, 75196, 7099
7501, 3, 76299, 6917
7601, 3, 77373, 7267
7701, 3, 78184, 7342
7801, 3, 79037, 7174
7901, 3, 80354, 7259
8001, 3, 81333, 7349
8101, 3, 82307, 7703
8201, 3, 83547, 7506
8301, 3, 84480, 7864
8401, 3, 85454, 7665
8501, 3, 86766, 7746
8601, 3, 87360, 7822
8701, 3, 88368, 7903
8801, 3, 89185, 7992
8901, 3, 90228, 8069
9001, 3, 91436, 8444
9101, 3, 92474, 8564
9201, 3, 93649, 8582
9301, 3, 94458, 8406
9401, 3, 96238, 8788
9501, 3, 96472, 8874
9601, 3, 97329, 8940
9701, 3, 98272, 8715
9801, 3, 99382, 8804
9901, 3, 100936, 8886
1, 4, 1027, 1
101, 4, 1847, 111
201, 4, 2645, 214
301, 4, 3681, 302
401, 4, 4687, 401
501, 4, 5765, 520
601, 4, 6804, 636
701, 4, 7717, 703
801, 4, 8652, 803
901, 4, 9871, 950
1001, 4, 10740, 1064
1101, 4, 11881, 1161
1201, 4, 12798, 1266
1301, 4, 13716, 1300
1401, 4, 14736, 1487
1501, 4, 15868, 1588
1601, 4, 16743, 1608
1701, 4, 17813, 1707
1801, 4, 18884, 1916
1901, 4, 19808, 2013
2001, 4, 20899, 2123
2101, 4, 21994, 2106
2201, 4, 22843, 2312
2301, 4, 23869, 2306
2401, 4, 24723, 2402
2501, 4, 25982, 2508
2601, 4, 26934, 2607
2701, 4, 28088, 2863
2801, 4, 29075, 2963
2901, 4, 30087, 2906
3001, 4, 31123, 3009
3101, 4, 32139, 3109
3201, 4, 32981, 3368
3301, 4, 33978, 3312
3401, 4, 35145, 3405
3501, 4, 35993, 3703
3601, 4, 36955, 3802
3701, 4, 37940, 3703
3801, 4, 38955, 3805
3901, 4, 40159, 4102
4001, 4, 41168, 4200
4101, 4, 42211, 4100
4201, 4, 43370, 4204
4301, 4, 44596, 4296
4401, 4, 45166, 4641
4501, 4, 46389, 4505
4601, 4, 46998, 4598
4701, 4, 47911, 4694
4801, 4, 49341, 5045
4901, 4, 50057, 4901
5001, 4, 51241, 5299
5101, 4, 52205, 5090
5201, 4, 53639, 5195
5301, 4, 54513, 5286
5401, 4, 55328, 5693
5501, 4, 56368, 5753
5601, 4, 57544, 5880
5701, 4, 58570, 5981
5801, 4, 60085, 6090
5901, 4, 60526, 6173
6001, 4, 61217, 6324
6101, 4, 62379, 6398
6201, 4, 63258, 6498
6301, 4, 64385, 6605
6401, 4, 65629, 6763
6501, 4, 66148, 6480
6601, 4, 67152, 6577
6701, 4, 68305, 6677
6801, 4, 68987, 6782
6901, 4, 70148, 6886
7001, 4, 70765, 6972
7101, 4, 72602, 7072
7201, 4, 74065, 7177
7301, 4, 74350, 7644
7401, 4, 75252, 7371
7501, 4, 76621, 7932
7601, 4, 77273, 7580
7701, 4, 78458, 8079
7801, 4, 79256, 7780
7901, 4, 80631, 7872
8001, 4, 81649, 7977
8101, 4, 82524, 8490
8201, 4, 83653, 8603
8301, 4, 84931, 8743
8401, 4, 85746, 8366
8501, 4, 86672, 8464
8601, 4, 87938, 8570
8701, 4, 88930, 8656
8801, 4, 90562, 9218
8901, 4, 90781, 9322
9001, 4, 91453, 8963
9101, 4, 92920, 9058
9201, 4, 93764, 9681
9301, 4, 94277, 9253
9401, 4, 95442, 9903
9501, 4, 96935, 9457
9601, 4, 97722, 9553
9701, 4, 98896, 9663
9801, 4, 99928, 9747
9901, 4, 101069, 10374
1, 5, 578, 1
101, 5, 1722, 109
201, 5, 2720, 201
301, 5, 3577, 302
401, 5, 4672, 401
501, 5, 5858, 502
601, 5, 6756, 605
701, 5, 7720, 706
801, 5, 8734, 858
901, 5, 9839, 910
1001, 5, 10809, 1083
1101, 5, 11830, 1177
1201, 5, 12938, 1207
1301, 5, 13801, 1304
1401, 5, 14911, 1495
1501, 5, 15902, 1510
1601, 5, 16828, 1699
1701, 5, 17918, 1706
1801, 5, 18866, 1932
1901, 5, 19781, 1904
2001, 5, 20816, 2006
2101, 5, 21703, 2106
2201, 5, 22972, 2356
2301, 5, 23884, 2306
2401, 5, 24803, 2563
2501, 5, 25825, 2505
2601, 5, 27091, 2609
2701, 5, 28002, 2881
2801, 5, 29202, 2995
2901, 5, 30669, 3116
3001, 5, 31554, 3012
3101, 5, 31979, 3113
3201, 5, 33013, 3216
3301, 5, 33847, 3313
3401, 5, 35769, 3652
3501, 5, 35940, 3514
3601, 5, 36994, 3842
3701, 5, 38037, 3974
3801, 5, 39250, 3813
3901, 5, 40084, 3910
4001, 5, 41129, 4272
4101, 5, 42075, 4121
4201, 5, 43230, 4226
4301, 5, 43932, 4618
4401, 5, 45131, 4426
4501, 5, 46060, 4839
4601, 5, 47102, 4614
4701, 5, 48192, 4720
4801, 5, 49195, 4821
4901, 5, 50407, 4925
5001, 5, 51438, 5350
5101, 5, 52461, 5129
5201, 5, 52897, 5221
5301, 5, 54143, 5317
5401, 5, 54952, 5426
5501, 5, 56110, 5878
5601, 5, 57271, 5969
5701, 5, 57966, 6071
5801, 5, 59814, 6229
5901, 5, 59817, 6347
6001, 5, 61099, 6025
6101, 5, 61783, 6121
6201, 5, 63071, 6641
6301, 5, 63814, 6311
6401, 5, 65300, 6433
6501, 5, 65968, 6960
6601, 5, 67226, 7081
6701, 5, 68090, 7152
6801, 5, 69277, 7290
6901, 5, 70036, 7412
7001, 5, 71654, 7448
7101, 5, 72885, 7608
7201, 5, 73692, 7693
7301, 5, 73917, 7331
7401, 5, 74932, 7417
7501, 5, 76065, 8021
7601, 5, 77436, 7633
7701, 5, 77900, 7725
7801, 5, 79174, 7832
7901, 5, 80414, 8452
8001, 5, 81418, 8031
8101, 5, 82196, 8118
8201, 5, 84111, 8756
8301, 5, 84111, 8913
8401, 5, 85181, 8431
8501, 5, 86414, 8527
8601, 5, 87340, 8619
8701, 5, 88344, 8728
8801, 5, 89345, 8835
8901, 5, 90551, 9547
9001, 5, 91332, 9610
9101, 5, 92851, 9722
9201, 5, 93291, 9839
9301, 5, 94251, 10005
9401, 5, 95355, 9427
9501, 5, 96455, 9552
9601, 5, 98244, 10284
9701, 5, 98279, 9740
9801, 5, 99468, 10510
9901, 5, 100657, 9935
1, 6, 523, 1
101, 6, 1702, 103
201, 6, 2674, 201
301, 6, 3684, 328
401, 6, 4754, 434
501, 6, 5779, 505
601, 6, 6723, 648
701, 6, 7780, 753
801, 6, 8811, 807
901, 6, 9813, 904
1001, 6, 10793, 1005
1101, 6, 11818, 1104
1201, 6, 12869, 1293
1301, 6, 13857, 1311
1401, 6, 14822, 1513
1501, 6, 16212, 1516
1601, 6, 16851, 1720
1701, 6, 17752, 1710
1801, 6, 18852, 1817
1901, 6, 19805, 2062
2001, 6, 20854, 2168
2101, 6, 21786, 2111
2201, 6, 22922, 2215
2301, 6, 23967, 2498
2401, 6, 24867, 2612
2501, 6, 25793, 2520
2601, 6, 26818, 2806
2701, 6, 27911, 2901
2801, 6, 28915, 2821
2901, 6, 30029, 2918
3001, 6, 30990, 3265
3101, 6, 32138, 3365
3201, 6, 33063, 3218
3301, 6, 34063, 3597
3401, 6, 34956, 3695
3501, 6, 36101, 3518
3601, 6, 37128, 3621
3701, 6, 38220, 4018
3801, 6, 39265, 3827
3901, 6, 40192, 4237
4001, 6, 41087, 4342
4101, 6, 42153, 4121
4201, 6, 43244, 4221
4301, 6, 44320, 4644
4401, 6, 45080, 4424
4501, 6, 46164, 4525
4601, 6, 47119, 4951
4701, 6, 48295, 4726
4801, 6, 49232, 5209
4901, 6, 50117, 4937
5001, 6, 51446, 5427
5101, 6, 52176, 5130
5201, 6, 53189, 5227
5301, 6, 54206, 5327
5401, 6, 54951, 5883
5501, 6, 56432, 5938
5601, 6, 57248, 5630
5701, 6, 58712, 5737
5801, 6, 59358, 6270
5901, 6, 60461, 6369
6001, 6, 61284, 6530
6101, 6, 63009, 6596
6201, 6, 63333, 6252
6301, 6, 64341, 6808
6401, 6, 65334, 6435
6501, 6, 66065, 7013
6601, 6, 67354, 6634
6701, 6, 68141, 7281
6801, 6, 69302, 6838
6901, 6, 70118, 7473
7001, 6, 70936, 7052
7101, 6, 72306, 7141
7201, 6, 74082, 7240
7301, 6, 74303, 7889
7401, 6, 75369, 8011
7501, 6, 76474, 7546
7601, 6, 77242, 7647
7701, 6, 78313, 8340
7801, 6, 79152, 7846
7901, 6, 81454, 7938
8001, 6, 81468, 8039
8101, 6, 82337, 8779
8201, 6, 83592, 8250
8301, 6, 83880, 8974
8401, 6, 85068, 8446
8501, 6, 86639, 8555
8601, 6, 87539, 8658
8701, 6, 88625, 9429
8801, 6, 89607, 8850
8901, 6, 90563, 9645
9001, 6, 91805, 9733
9101, 6, 92447, 9150
9201, 6, 93531, 9997
9301, 6, 94299, 9356
9401, 6, 95161, 9457
9501, 6, 96449, 10280
9601, 6, 97612, 10357
9701, 6, 98098, 9756
9801, 6, 99342, 10600
9901, 6, 101072, 10691
1, 7, 977, 1
101, 7, 1781, 110
201, 7, 2702, 232
301, 7, 3711, 325
401, 7, 4733, 439
501, 7, 5897, 504
601, 7, 6916, 605
701, 7, 7797, 763
801, 7, 8861, 809
901, 7, 9882, 913
1001, 7, 10898, 1091
1101, 7, 11895, 1106
1201, 7, 12766, 1213
1301, 7, 13857, 1312
1401, 7, 14802, 1525
1501, 7, 15882, 1517
1601, 7, 16880, 1609
1701, 7, 17862, 1715
1801, 7, 18842, 1976
1901, 7, 19828, 2065
2001, 7, 20807, 2014
2101, 7, 21843, 2291
2201, 7, 22916, 2432
2301, 7, 23906, 2316
2401, 7, 24894, 2617
2501, 7, 25907, 2703
2601, 7, 26983, 2626
2701, 7, 28007, 2726
2801, 7, 28700, 3076
2901, 7, 29854, 3155
3001, 7, 30901, 3278
3101, 7, 32090, 3390
3201, 7, 33023, 3229
3301, 7, 34119, 3332
3401, 7, 35001, 3433
3501, 7, 36105, 3844
3601, 7, 37065, 3941
3701, 7, 38043, 3735
3801, 7, 38920, 3827
3901, 7, 40123, 3931
4001, 7, 41237, 4028
4101, 7, 42018, 4507
4201, 7, 43277, 4230
4301, 7, 44644, 4333
4401, 7, 45221, 4432
4501, 7, 46205, 4534
4601, 7, 47417, 4632
4701, 7, 48178, 4736
4801, 7, 49081, 5295
4901, 7, 50249, 4945
5001, 7, 51332, 5422
5101, 7, 52041, 5560
5201, 7, 53351, 5670
5301, 7, 54262, 5809
5401, 7, 55203, 5446
5501, 7, 56340, 5535
5601, 7, 57304, 5631
5701, 7, 58268, 6240
5801, 7, 59482, 5848
5901, 7, 60496, 6455
6001, 7, 61470, 6054
6101, 7, 62512, 6151
6201, 7, 63666, 6259
6301, 7, 64309, 6874
6401, 7, 65544, 6445
6501, 7, 66751, 6540
6601, 7, 67511, 7211
6701, 7, 68450, 7312
6801, 7, 70328, 7418
6901, 7, 70643, 6950
7001, 7, 71714, 7066
7101, 7, 72704, 7167
7201, 7, 73544, 7871
7301, 7, 74677, 7373
7401, 7, 75784, 8138
7501, 7, 76650, 8210
7601, 7, 77906, 8328
7701, 7, 78608, 8487
7801, 7, 79452, 7864
7901, 7, 80571, 7972
8001, 7, 81549, 8067
8101, 7, 82526, 8861
8201, 7, 83421, 8267
8301, 7, 84671, 8387
8401, 7, 85318, 8461
8501, 7, 87192, 8579
8601, 7, 87953, 9394
8701, 7, 88457, 8761
8801, 7, 89768, 9683
8901, 7, 90386, 9799
9001, 7, 91675, 9810
9101, 7, 92655, 9975
9201, 7, 93517, 9267
9301, 7, 94005, 9365
9401, 7, 95562, 9484
9501, 7, 96591, 9561
9601, 7, 98485, 9677
9701, 7, 98221, 9773
9801, 7, 99458, 10722
9901, 7, 100406, 10771
1, 8, 503, 1
101, 8, 1673, 112
201, 8, 2703, 203
301, 8, 3726, 301
401, 8, 4751, 445
501, 8, 5728, 512
601, 8, 6796, 606
701, 8, 7876, 709
801, 8, 8868, 896
901, 8, 9900, 908
1001, 8, 10875, 1103
1101, 8, 11830, 1222
1201, 8, 12826, 1217
1301, 8, 13964, 1416
1401, 8, 14888, 1566
1501, 8, 15831, 1654
1601, 8, 16789, 1616
1701, 8, 17771, 1866
1801, 8, 18878, 1982
1901, 8, 19892, 1917
2001, 8, 21081, 2225
2101, 8, 21886, 2333
2201, 8, 22915, 2221
2301, 8, 24065, 2327
2401, 8, 24916, 2424
2501, 8, 25896, 2785
2601, 8, 27068, 2874
2701, 8, 28020, 2982
2801, 8, 28864, 3123
2901, 8, 30541, 3233
3001, 8, 30965, 3298
3101, 8, 32327, 3138
3201, 8, 33143, 3534
3301, 8, 34087, 3666
3401, 8, 35332, 3437
3501, 8, 36282, 3536
3601, 8, 37172, 3635
3701, 8, 38305, 4118
3801, 8, 39341, 3845
3901, 8, 40528, 4299
4001, 8, 41132, 4430
4101, 8, 42383, 4523
4201, 8, 43428, 4618
4301, 8, 44392, 4336
4401, 8, 45357, 4875
4501, 8, 46418, 4970
4601, 8, 47111, 4633
4701, 8, 48378, 4758
4801, 8, 49095, 4850
4901, 8, 50185, 5384
5001, 8, 51749, 5501
5101, 8, 51858, 5140
5201, 8, 52760, 5262
5301, 8, 54063, 5363
5401, 8, 55041, 5453
5501, 8, 55921, 5553
5601, 8, 56742, 5646
5701, 8, 58077, 5767
5801, 8, 59240, 5849
5901, 8, 60105, 5965
6001, 8, 61304, 6676
6101, 8, 63063, 6751
6201, 8, 63438, 6873
6301, 8, 64083, 6974
6401, 8, 66107, 7079
6501, 8, 66616, 7180
6601, 8, 67656, 6678
6701, 8, 68658, 7416
6801, 8, 69462, 6868
6901, 8, 70197, 7640
7001, 8, 71478, 7675
7101, 8, 73195, 7175
7201, 8, 73690, 7274
7301, 8, 74790, 7373
7401, 8, 75667, 8165
7501, 8, 76498, 8264
7601, 8, 77521, 8352
7701, 8, 78618, 7798
7801, 8, 79585, 8658
7901, 8, 80459, 7989
8001, 8, 81922, 8896
8101, 8, 82752, 8179
8201, 8, 84610, 9025
8301, 8, 84652, 9203
8401, 8, 85402, 9314
8501, 8, 86277, 9433
8601, 8, 87539, 8688
8701, 8, 88576, 8795
8801, 8, 89841, 8882
8901, 8, 90785, 8985
9001, 8, 91181, 9995
9101, 8, 92432, 9194
9201, 8, 93988, 10153
9301, 8, 94349, 10292
9401, 8, 95236, 9516
9501, 8, 96317, 9607
9601, 8, 98383, 10616
9701, 8, 98509, 10722
9801, 8, 99481, 9915
9901, 8, 100656, 10916
1, 9, 513, 1
101, 9, 1667, 114
201, 9, 2634, 224
301, 9, 3669, 325
401, 9, 4754, 436
501, 9, 5793, 561
601, 9, 6800, 662
701, 9, 7721, 780
801, 9, 8951, 815
901, 9, 9859, 919
1001, 9, 10906, 1013
1101, 9, 11823, 1228
1201, 9, 12910, 1213
1301, 9, 13809, 1309
1401, 9, 15430, 1547
1501, 9, 15889, 1521
1601, 9, 16933, 1785
1701, 9, 18039, 1904
1801, 9, 19050, 1821
1901, 9, 19811, 1924
2001, 9, 20794, 2225
2101, 9, 21899, 2338
2201, 9, 22928, 2230
2301, 9, 23909, 2328
2401, 9, 24991, 2674
2501, 9, 25992, 2792
2601, 9, 26839, 2643
2701, 9, 27738, 3006
2801, 9, 28934, 3114
2901, 9, 29720, 2945
3001, 9, 30870, 3032
3101, 9, 32201, 3135
3201, 9, 33667, 3243
3301, 9, 34745, 3334
3401, 9, 35204, 3431
3501, 9, 36013, 3911
3601, 9, 37288, 3998
3701, 9, 38247, 3737
3801, 9, 39228, 4229
3901, 9, 40256, 3959
4001, 9, 41174, 4460
4101, 9, 42356, 4151
4201, 9, 43369, 4674
4301, 9, 44303, 4776
4401, 9, 45250, 4458
4501, 9, 46281, 4564
4601, 9, 47559, 5124
4701, 9, 48262, 4757
4801, 9, 49545, 4850
4901, 9, 50523, 4976
5001, 9, 51494, 5067
5101, 9, 52520, 5689
5201, 9, 53402, 5791
5301, 9, 54467, 5902
5401, 9, 55501, 6025
5501, 9, 56261, 6150
5601, 9, 58169, 6243
5701, 9, 58885, 6351
5801, 9, 59413, 6467
5901, 9, 60359, 5970
6001, 9, 61015, 6698
6101, 9, 61678, 6168
6201, 9, 63005, 6905
6301, 9, 64180, 6390
6401, 9, 65280, 7202
6501, 9, 66422, 7294
6601, 9, 66992, 6682
6701, 9, 68225, 7472
6801, 9, 69020, 6872
6901, 9, 70206, 7748
7001, 9, 71237, 7069
7101, 9, 72374, 7976
7201, 9, 73740, 7281
7301, 9, 74330, 7400
7401, 9, 75141, 8222
7501, 9, 76091, 7604
7601, 9, 77234, 7711
7701, 9, 78415, 7817
7801, 9, 79522, 7907
7901, 9, 80610, 8003
8001, 9, 81464, 8921
8101, 9, 82510, 9103
8201, 9, 83517, 9125
8301, 9, 84994, 8420
8401, 9, 85216, 8505
8501, 9, 86180, 8614
8601, 9, 87323, 9621
8701, 9, 88497, 9650
8801, 9, 89592, 9834
8901, 9, 90600, 9021
9001, 9, 91806, 10020
9101, 9, 92854, 9208
9201, 9, 94585, 9317
9301, 9, 95709, 10398
9401, 9, 95752, 9529
9501, 9, 97360, 10649
9601, 9, 97831, 10730
9701, 9, 98877, 9815
9801, 9, 100422, 9941
9901, 9, 101259, 10018
1, 10, 1010, 1
101, 10, 1817, 115
201, 10, 2673, 204
301, 10, 3740, 343
401, 10, 4717, 402
501, 10, 5785, 511
601, 10, 6801, 613
701, 10, 7831, 797
801, 10, 8920, 922
901, 10, 9945, 1034
1001, 10, 10985, 1015
1101, 10, 11956, 1127
1201, 10, 12892, 1211
1301, 10, 13847, 1321
1401, 10, 14895, 1422
1501, 10, 15900, 1517
1601, 10, 16904, 1812
1701, 10, 17886, 1721
1801, 10, 18798, 1836
1901, 10, 19935, 1937
2001, 10, 20954, 2033
2101, 10, 22029, 2374
2201, 10, 22822, 2231
2301, 10, 23986, 2327
2401, 10, 25086, 2439
2501, 10, 25954, 2544
2601, 10, 27448, 2642
2701, 10, 27982, 3001
2801, 10, 29139, 2845
2901, 10, 30029, 2944
3001, 10, 30909, 3050
3101, 10, 32077, 3146
3201, 10, 33036, 3618
3301, 10, 33967, 3359
3401, 10, 35090, 3446
3501, 10, 36085, 3979
3601, 10, 36916, 3648
3701, 10, 37986, 3753
3801, 10, 39157, 3862
3901, 10, 40307, 3972
4001, 10, 41177, 4049
4101, 10, 42208, 4165
4201, 10, 43243, 4275
4301, 10, 44863, 4366
4401, 10, 45384, 4474
4501, 10, 46286, 4559
4601, 10, 47436, 5158
4701, 10, 48430, 4759
4801, 10, 48862, 4859
4901, 10, 50153, 4966
5001, 10, 51116, 5627
5101, 10, 52122, 5761
5201, 10, 53125, 5264
5301, 10, 54328, 5942
5401, 10, 55266, 6104
5501, 10, 56421, 5590
5601, 10, 57194, 6282
5701, 10, 58385, 5774
5801, 10, 60547, 6510
5901, 10, 60456, 6526
6001, 10, 61461, 6098
6101, 10, 62147, 6184
6201, 10, 63322, 7015
6301, 10, 64411, 7134
6401, 10, 65244, 6521
6501, 10, 66352, 7286
6601, 10, 67561, 6718
6701, 10, 68567, 6795
6801, 10, 69640, 6904
6901, 10, 70633, 7005
7001, 10, 71310, 7914
7101, 10, 72565, 7215
7201, 10, 73562, 8151
7301, 10, 74521, 7412
7401, 10, 75461, 8344
7501, 10, 76438, 7590
7601, 10, 77591, 8611
7701, 10, 79219, 7799
7801, 10, 79745, 8748
7901, 10, 80510, 8029
8001, 10, 81592, 8991
8101, 10, 82749, 8231
8201, 10, 83507, 8339
8301, 10, 84232, 8440
8401, 10, 85380, 9451
8501, 10, 87109, 9599
8601, 10, 87722, 9659
8701, 10, 89478, 9849
8801, 10, 90698, 9917
8901, 10, 90959, 10041
9001, 10, 92021, 10094
9101, 10, 93349, 10216
9201, 10, 93966, 10369
9301, 10, 95168, 10452
9401, 10, 96240, 9558
9501, 10, 97382, 10672
9601, 10, 97976, 10841
9701, 10, 99081, 9847
9801, 10, 99888, 11018
9901, 10, 101068, 11111
