num_wavefunction, num_operator, time
6401, 71, 57423
6501, 71, 57004
6601, 71, 57436
6701, 71, 57142
6801, 71, 59758
6901, 71, 56603
7001, 71, 59174
7101, 71, 59569
7201, 71, 56516
7301, 71, 56781
7401, 71, 53220
7501, 71, 53043
7601, 71, 59162
7701, 71, 56492
7801, 71, 60669
7901, 71, 57896
8001, 71, 56943
8101, 71, 59106
8201, 71, 58357
8301, 71, 60525
8401, 71, 58732
8501, 71, 60183
8601, 71, 56257
8701, 71, 58251
8801, 71, 61458
8901, 71, 59436
9001, 71, 60721
9101, 71, 60798
9201, 71, 60583
9301, 71, 61177
9401, 71, 61480
9501, 71, 60936
9601, 71, 59032
9701, 71, 56042
9801, 71, 57576
9901, 71, 60882
1, 81, 46804
101, 81, 48749
201, 81, 51677
301, 81, 47428
401, 81, 51026
501, 81, 53324
601, 81, 54365
701, 81, 54501
801, 81, 57190
901, 81, 57481
1001, 81, 59362
1101, 81, 57572
1201, 81, 56352
1301, 81, 62880
1401, 81, 63024
1501, 81, 60267
1601, 81, 64366
1701, 81, 65235
1801, 81, 62946
1901, 81, 61972
2001, 81, 63676
2101, 81, 59644
2201, 81, 59107
2301, 81, 63355
2401, 81, 64504
2501, 81, 67045
2601, 81, 64496
2701, 81, 65814
2801, 81, 62465
2901, 81, 68377
3001, 81, 65535
3101, 81, 66155
3201, 81, 62403
3301, 81, 65976
3401, 81, 68471
3501, 81, 65465
3601, 81, 66649
3701, 81, 61418
3801, 81, 60052
3901, 81, 60971
4001, 81, 61779
4101, 81, 55205
4201, 81, 60000
4301, 81, 60712
4401, 81, 61952
4501, 81, 66051
4601, 81, 63043
4701, 81, 62546
4801, 81, 62437
4901, 81, 58116
5001, 81, 61320
5101, 81, 58725
5201, 81, 60502
5301, 81, 59678
5401, 81, 61818
5501, 81, 60107
5601, 81, 58220
5701, 81, 57763
5801, 81, 61496
5901, 81, 54480
6001, 81, 61158
6101, 81, 58668
6201, 81, 61448
6301, 81, 63680
6401, 81, 66960
6501, 81, 61964
6601, 81, 67193
6701, 81, 65147
6801, 81, 65886
6901, 81, 66874
7001, 81, 62794
7101, 81, 67134
7201, 81, 62041
7301, 81, 66675
7401, 81, 61475
7501, 81, 60303
7601, 81, 66428
7701, 81, 64661
7801, 81, 60447
7901, 81, 62250
8001, 81, 59264
8101, 81, 59571
8201, 81, 61295
8301, 81, 60708
