num_wavefunction, num_operator, time
1, 1, 223137
11, 1, 1085
21, 1, 1265
31, 1, 1056
41, 1, 1370
51, 1, 1169
61, 1, 836
71, 1, 1150
81, 1, 2662
91, 1, 1177
101, 1, 2178
111, 1, 901
121, 1, 613
131, 1, 1075
141, 1, 743
151, 1, 987
161, 1, 1175
171, 1, 979
181, 1, 651
191, 1, 596
201, 1, 1127
211, 1, 1058
221, 1, 648
231, 1, 949
241, 1, 689
251, 1, 1064
261, 1, 2114
271, 1, 1534
281, 1, 684
291, 1, 1947
301, 1, 940
311, 1, 1270
321, 1, 905
331, 1, 689
341, 1, 1168
351, 1, 944
361, 1, 1147
371, 1, 664
381, 1, 1109
391, 1, 1693
401, 1, 1053
411, 1, 1286
421, 1, 2352
431, 1, 1188
441, 1, 1022
451, 1, 1916
461, 1, 939
471, 1, 1354
481, 1, 1110
491, 1, 935
501, 1, 1018
511, 1, 1023
521, 1, 1086
531, 1, 770
541, 1, 741
551, 1, 1129
561, 1, 1052
571, 1, 1069
581, 1, 744
591, 1, 3225
601, 1, 1171
611, 1, 1394
621, 1, 1344
631, 1, 757
641, 1, 1191
651, 1, 1395
661, 1, 994
671, 1, 783
681, 1, 1083
691, 1, 1386
701, 1, 1172
711, 1, 1376
721, 1, 897
731, 1, 1096
741, 1, 2023
751, 1, 1546
761, 1, 2181
771, 1, 1651
781, 1, 1345
791, 1, 1444
801, 1, 1433
811, 1, 1284
821, 1, 1387
831, 1, 1326
841, 1, 1498
851, 1, 1368
861, 1, 1433
871, 1, 2648
881, 1, 3049
891, 1, 1330
901, 1, 1306
911, 1, 1085
921, 1, 1115
931, 1, 1518
941, 1, 1380
951, 1, 1395
961, 1, 1930
971, 1, 1617
981, 1, 1384
991, 1, 2000
1, 11, 9200
11, 11, 8093
21, 11, 10255
31, 11, 9803
41, 11, 9731
51, 11, 9201
61, 11, 9223
71, 11, 8190
81, 11, 10009
91, 11, 8769
101, 11, 8358
111, 11, 10113
121, 11, 8198
131, 11, 8729
141, 11, 7914
151, 11, 8329
161, 11, 7754
171, 11, 8392
181, 11, 9914
191, 11, 8326
201, 11, 9737
211, 11, 9053
221, 11, 8912
231, 11, 9738
241, 11, 8405
251, 11, 9431
261, 11, 9402
271, 11, 8587
281, 11, 8982
291, 11, 10316
301, 11, 10904
311, 11, 8262
321, 11, 9215
331, 11, 10319
341, 11, 10017
351, 11, 9824
361, 11, 9920
371, 11, 11309
381, 11, 8759
391, 11, 10990
401, 11, 9614
411, 11, 10989
421, 11, 10351
431, 11, 8216
441, 11, 9285
451, 11, 9690
461, 11, 8886
471, 11, 10465
481, 11, 10268
491, 11, 10954
501, 11, 10574
511, 11, 8750
521, 11, 9351
531, 11, 8423
541, 11, 10970
551, 11, 9089
561, 11, 9967
571, 11, 10521
581, 11, 7854
591, 11, 8842
601, 11, 9099
611, 11, 11540
621, 11, 6818
631, 11, 10521
641, 11, 10769
651, 11, 9395
661, 11, 8690
671, 11, 11767
681, 11, 9127
691, 11, 10367
701, 11, 8467
711, 11, 11026
721, 11, 11176
731, 11, 11141
741, 11, 9312
751, 11, 12450
761, 11, 11068
771, 11, 9032
781, 11, 9327
791, 11, 10054
801, 11, 10856
811, 11, 10556
821, 11, 9275
831, 11, 8397
841, 11, 10956
851, 11, 10940
861, 11, 9937
871, 11, 10254
881, 11, 10994
891, 11, 9911
901, 11, 10931
911, 11, 10494
921, 11, 11349
931, 11, 9809
941, 11, 10986
951, 11, 8967
961, 11, 9632
971, 11, 8371
981, 11, 9847
991, 11, 11074
1, 21, 14841
11, 21, 14927
21, 21, 14649
31, 21, 15141
41, 21, 16047
51, 21, 16466
61, 21, 18258
71, 21, 15129
81, 21, 16216
91, 21, 15356
101, 21, 15544
111, 21, 13521
121, 21, 17892
131, 21, 17901
141, 21, 15740
151, 21, 16988
161, 21, 16878
171, 21, 14178
181, 21, 17501
191, 21, 17160
201, 21, 19174
211, 21, 16624
221, 21, 15153
231, 21, 17421
241, 21, 18875
251, 21, 17866
261, 21, 18468
271, 21, 15509
281, 21, 17444
291, 21, 17137
301, 21, 17373
311, 21, 15955
321, 21, 15344
331, 21, 18390
341, 21, 15473
351, 21, 17626
361, 21, 16616
371, 21, 18273
381, 21, 16275
391, 21, 18131
401, 21, 17272
411, 21, 17489
421, 21, 17227
431, 21, 16816
441, 21, 16925
451, 21, 15402
461, 21, 19569
471, 21, 17698
481, 21, 19309
491, 21, 18474
501, 21, 17739
511, 21, 18360
521, 21, 16598
531, 21, 18895
541, 21, 16727
551, 21, 15650
561, 21, 18528
571, 21, 15494
581, 21, 19907
591, 21, 18413
601, 21, 15264
611, 21, 19530
621, 21, 18905
631, 21, 17700
641, 21, 20232
651, 21, 19341
661, 21, 15086
671, 21, 14649
681, 21, 16056
691, 21, 13998
701, 21, 17973
711, 21, 19095
721, 21, 19972
731, 21, 18183
741, 21, 18464
751, 21, 20241
761, 21, 20438
771, 21, 17610
781, 21, 21129
791, 21, 20002
801, 21, 19207
811, 21, 21023
821, 21, 19594
831, 21, 20690
841, 21, 16952
851, 21, 20173
861, 21, 20248
871, 21, 20958
881, 21, 18945
891, 21, 20634
901, 21, 21609
911, 21, 19770
921, 21, 21222
931, 21, 19349
941, 21, 19098
951, 21, 20792
961, 21, 19878
971, 21, 19963
981, 21, 18566
991, 21, 21458
1, 31, 27886
11, 31, 23269
21, 31, 26120
31, 31, 25653
41, 31, 25533
51, 31, 22856
61, 31, 23568
71, 31, 21862
81, 31, 23469
91, 31, 26721
101, 31, 26733
111, 31, 23765
121, 31, 24743
131, 31, 25276
141, 31, 26057
151, 31, 25925
161, 31, 26078
171, 31, 27189
181, 31, 25318
191, 31, 26380
201, 31, 22887
211, 31, 25349
221, 31, 26380
231, 31, 21871
241, 31, 26168
251, 31, 26414
261, 31, 25670
271, 31, 26144
281, 31, 25976
291, 31, 28564
301, 31, 29218
311, 31, 27075
321, 31, 30604
331, 31, 25975
341, 31, 24143
351, 31, 24286
361, 31, 28076
371, 31, 26043
381, 31, 25423
391, 31, 27890
401, 31, 27133
411, 31, 28447
421, 31, 24713
431, 31, 27570
441, 31, 29451
451, 31, 25064
461, 31, 26690
471, 31, 26882
481, 31, 24853
491, 31, 26087
501, 31, 28937
511, 31, 28406
521, 31, 26729
531, 31, 25500
541, 31, 27126
551, 31, 30065
561, 31, 24829
571, 31, 29482
581, 31, 31400
591, 31, 29622
601, 31, 28257
611, 31, 28558
621, 31, 26336
631, 31, 30122
641, 31, 30507
651, 31, 29824
661, 31, 26940
671, 31, 28650
681, 31, 29180
691, 31, 25081
701, 31, 29163
711, 31, 29478
721, 31, 31145
731, 31, 29023
741, 31, 30934
751, 31, 29323
761, 31, 29817
771, 31, 25507
781, 31, 25089
791, 31, 29142
801, 31, 28144
811, 31, 29910
821, 31, 30753
831, 31, 27139
841, 31, 29520
851, 31, 29735
861, 31, 28818
871, 31, 27898
881, 31, 30464
891, 31, 28894
901, 31, 29882
911, 31, 30875
921, 31, 31572
931, 31, 32870
941, 31, 29162
951, 31, 31622
961, 31, 31073
971, 31, 30558
981, 31, 29916
991, 31, 30974
1, 41, 37199
11, 41, 32715
21, 41, 35310
31, 41, 34184
41, 41, 35352
51, 41, 33068
61, 41, 30777
71, 41, 29619
81, 41, 27681
91, 41, 34803
101, 41, 27986
111, 41, 31646
121, 41, 31003
131, 41, 32092
141, 41, 32439
151, 41, 29877
161, 41, 27918
171, 41, 31011
181, 41, 31948
191, 41, 31639
201, 41, 31851
211, 41, 38866
221, 41, 32842
231, 41, 32656
241, 41, 32575
251, 41, 34100
261, 41, 31907
271, 41, 33089
281, 41, 34950
291, 41, 34732
301, 41, 34305
311, 41, 36899
321, 41, 36504
331, 41, 32339
341, 41, 32841
351, 41, 34525
361, 41, 35955
371, 41, 33423
381, 41, 37630
391, 41, 35655
401, 41, 37720
411, 41, 32231
421, 41, 34790
431, 41, 33967
441, 41, 37157
451, 41, 33763
461, 41, 37079
471, 41, 37275
481, 41, 34170
491, 41, 36071
501, 41, 35639
511, 41, 38271
521, 41, 38948
531, 41, 36075
541, 41, 38058
551, 41, 38228
561, 41, 39205
571, 41, 40957
581, 41, 38543
591, 41, 40091
601, 41, 40646
611, 41, 40629
621, 41, 39372
631, 41, 39902
641, 41, 37633
651, 41, 42374
661, 41, 39002
671, 41, 38631
681, 41, 37037
691, 41, 38583
701, 41, 38842
711, 41, 40898
721, 41, 40262
731, 41, 39252
741, 41, 38268
751, 41, 35739
761, 41, 38296
771, 41, 37768
781, 41, 42130
791, 41, 36865
801, 41, 39899
811, 41, 38376
821, 41, 36419
831, 41, 40613
841, 41, 37805
851, 41, 38546
861, 41, 39010
871, 41, 38376
881, 41, 32561
891, 41, 40585
901, 41, 42743
911, 41, 37516
921, 41, 35004
931, 41, 39359
941, 41, 42412
951, 41, 40903
961, 41, 40179
971, 41, 41553
981, 41, 37384
991, 41, 42123
1, 51, 42897
11, 51, 40639
21, 51, 38172
31, 51, 38969
41, 51, 39712
51, 51, 40940
61, 51, 41065
71, 51, 39980
81, 51, 37874
91, 51, 39230
101, 51, 42703
111, 51, 36866
121, 51, 37998
131, 51, 38506
141, 51, 40965
151, 51, 41198
161, 51, 38704
171, 51, 41209
181, 51, 43876
191, 51, 41240
201, 51, 42820
211, 51, 40037
221, 51, 38748
231, 51, 39221
241, 51, 41207
251, 51, 42137
261, 51, 39757
271, 51, 40165
281, 51, 36844
291, 51, 41615
301, 51, 42114
311, 51, 43067
321, 51, 41439
331, 51, 41383
341, 51, 37617
351, 51, 39426
361, 51, 36626
371, 51, 42555
381, 51, 37900
391, 51, 46657
401, 51, 44690
411, 51, 48892
421, 51, 42427
431, 51, 48811
441, 51, 42158
451, 51, 44962
461, 51, 41739
471, 51, 47709
481, 51, 46443
491, 51, 43685
501, 51, 45621
511, 51, 43298
521, 51, 42594
531, 51, 43571
541, 51, 47054
551, 51, 48176
561, 51, 42318
571, 51, 45916
581, 51, 40989
591, 51, 49391
601, 51, 41981
611, 51, 40457
621, 51, 41592
631, 51, 41849
641, 51, 43695
651, 51, 40388
661, 51, 42562
671, 51, 47026
681, 51, 44065
691, 51, 42919
701, 51, 42757
711, 51, 41459
721, 51, 46213
731, 51, 45279
741, 51, 46628
751, 51, 45123
761, 51, 47516
771, 51, 47774
781, 51, 42414
791, 51, 48547
801, 51, 47231
811, 51, 48231
821, 51, 48153
831, 51, 45721
841, 51, 47173
851, 51, 46361
861, 51, 42077
871, 51, 45727
881, 51, 45676
891, 51, 44358
901, 51, 45173
911, 51, 44637
921, 51, 42677
931, 51, 47372
941, 51, 50563
951, 51, 49679
961, 51, 48554
971, 51, 47215
981, 51, 47225
991, 51, 47759
1, 61, 52047
11, 61, 51546
21, 61, 50084
31, 61, 45838
41, 61, 46104
51, 61, 48897
61, 61, 47724
71, 61, 46815
81, 61, 46450
91, 61, 46527
101, 61, 48937
111, 61, 48642
121, 61, 52124
131, 61, 43689
141, 61, 48144
151, 61, 47177
161, 61, 50747
171, 61, 47259
181, 61, 47387
191, 61, 46973
201, 61, 52905
211, 61, 45091
221, 61, 45250
231, 61, 43358
241, 61, 46433
251, 61, 46911
261, 61, 44335
271, 61, 49242
281, 61, 48009
291, 61, 47314
301, 61, 46738
311, 61, 51600
321, 61, 49646
331, 61, 46198
341, 61, 48909
351, 61, 49143
361, 61, 51075
371, 61, 49512
381, 61, 49016
391, 61, 49562
401, 61, 51348
411, 61, 49307
421, 61, 49408
431, 61, 49394
441, 61, 46724
451, 61, 48884
461, 61, 50817
471, 61, 49746
481, 61, 53827
491, 61, 50362
501, 61, 51772
511, 61, 52747
521, 61, 51522
531, 61, 50639
541, 61, 53884
551, 61, 48313
561, 61, 53219
571, 61, 52320
581, 61, 54421
591, 61, 50993
601, 61, 54689
611, 61, 54146
621, 61, 64428
631, 61, 56208
641, 61, 54484
651, 61, 55822
661, 61, 48394
671, 61, 52717
681, 61, 54085
691, 61, 52422
701, 61, 54412
711, 61, 55616
721, 61, 56724
731, 61, 53001
741, 61, 56967
751, 61, 53980
761, 61, 58549
771, 61, 52689
781, 61, 51487
791, 61, 57249
801, 61, 51724
811, 61, 58971
821, 61, 59044
831, 61, 56861
841, 61, 57902
851, 61, 53003
861, 61, 53548
871, 61, 55047
881, 61, 54445
891, 61, 55080
901, 61, 58268
911, 61, 54796
921, 61, 53941
931, 61, 59089
941, 61, 54060
951, 61, 59784
961, 61, 56150
971, 61, 55450
981, 61, 60119
991, 61, 57478
1, 71, 59055
11, 71, 57520
21, 71, 53492
31, 71, 50255
41, 71, 51651
51, 71, 50273
61, 71, 51342
71, 71, 52363
81, 71, 58960
91, 71, 59068
101, 71, 57584
111, 71, 57932
121, 71, 55285
131, 71, 50788
141, 71, 55190
151, 71, 53829
161, 71, 53970
171, 71, 57303
181, 71, 59368
191, 71, 52525
201, 71, 53998
211, 71, 58072
221, 71, 60130
231, 71, 59878
241, 71, 61638
251, 71, 57436
261, 71, 57423
271, 71, 60662
281, 71, 59647
291, 71, 57959
301, 71, 62525
311, 71, 59456
321, 71, 60378
331, 71, 61819
341, 71, 56091
351, 71, 63819
361, 71, 60658
371, 71, 56542
381, 71, 57484
391, 71, 56151
401, 71, 54203
411, 71, 60897
421, 71, 61232
431, 71, 57020
441, 71, 60967
451, 71, 60179
461, 71, 63326
471, 71, 54279
481, 71, 64628
491, 71, 60614
501, 71, 64049
511, 71, 68749
521, 71, 63175
531, 71, 61770
541, 71, 54286
551, 71, 57708
561, 71, 66447
571, 71, 61714
581, 71, 63395
591, 71, 58770
601, 71, 66508
611, 71, 61772
621, 71, 61957
631, 71, 65079
641, 71, 63236
651, 71, 64107
661, 71, 62650
671, 71, 60651
681, 71, 63993
691, 71, 70236
701, 71, 67324
711, 71, 61818
721, 71, 63153
731, 71, 63434
741, 71, 64924
751, 71, 69003
761, 71, 66404
771, 71, 65214
781, 71, 64209
791, 71, 61287
801, 71, 57692
811, 71, 61923
821, 71, 64694
831, 71, 66919
841, 71, 61393
851, 71, 64606
861, 71, 63934
871, 71, 67645
881, 71, 64190
891, 71, 65395
901, 71, 64692
911, 71, 64702
921, 71, 66881
931, 71, 66349
941, 71, 62132
951, 71, 66280
961, 71, 67334
971, 71, 66499
981, 71, 68177
991, 71, 65053
1, 81, 73566
11, 81, 68529
21, 81, 63495
31, 81, 67069
41, 81, 61142
51, 81, 62756
61, 81, 64494
71, 81, 60749
81, 81, 59243
91, 81, 59549
101, 81, 63894
111, 81, 61748
121, 81, 63881
131, 81, 66477
141, 81, 66684
151, 81, 69232
161, 81, 68075
171, 81, 68151
181, 81, 69674
191, 81, 68784
201, 81, 71793
211, 81, 69131
221, 81, 72880
231, 81, 69586
241, 81, 74155
251, 81, 71809
261, 81, 71184
271, 81, 72546
281, 81, 72544
291, 81, 74789
301, 81, 74960
311, 81, 73536
321, 81, 70583
331, 81, 73736
341, 81, 71961
351, 81, 71398
361, 81, 68989
371, 81, 67072
381, 81, 71726
391, 81, 68881
401, 81, 68210
411, 81, 70473
421, 81, 68539
431, 81, 69376
441, 81, 70600
451, 81, 74653
461, 81, 71071
471, 81, 78584
