num_wavefunction, num_electrons, time, size
1301, 3, 18806, 1315
1401, 3, 20760, 1422
1501, 3, 21435, 1473
1601, 3, 23334, 1571
1701, 3, 24148, 1736
1801, 3, 26366, 1770
1901, 3, 27463, 1867
2001, 3, 28765, 2036
2101, 3, 41931, 2146
2201, 3, 31373, 2238
2301, 3, 32783, 2333
2401, 3, 33986, 2338
2501, 3, 35913, 2429
2601, 3, 36525, 2621
2701, 3, 38639, 2620
2801, 3, 39230, 2713
2901, 3, 41466, 2920
3001, 3, 42461, 2898
3101, 3, 43787, 2990
3201, 3, 45329, 3084
3301, 3, 46448, 3291
3401, 3, 48071, 3407
3501, 3, 49590, 3360
3601, 3, 50692, 3588
3701, 3, 52376, 3710
3801, 3, 53481, 3776
3901, 3, 55232, 3730
4001, 3, 56256, 3985
4101, 3, 57932, 3918
4201, 3, 58977, 4000
4301, 3, 60765, 4240
4401, 3, 61780, 4180
4501, 3, 63169, 4271
4601, 3, 64410, 4363
4701, 3, 65521, 4453
4801, 3, 67393, 4544
4901, 3, 68559, 4812
5001, 3, 70560, 4723
5101, 3, 71917, 4816
5201, 3, 73376, 5092
5301, 3, 74190, 5191
5401, 3, 75848, 5305
5501, 3, 77759, 5375
5601, 3, 78622, 5260
5701, 3, 80074, 5534
5801, 3, 81400, 5445
5901, 3, 82245, 5754
6001, 3, 83980, 5838
6101, 3, 85287, 5725
6201, 3, 86585, 6015
6301, 3, 88143, 6117
6401, 3, 89039, 6194
6501, 3, 91106, 6076
6601, 3, 92209, 6160
6701, 3, 93695, 6244
6801, 3, 94598, 6571
6901, 3, 96345, 6635
7001, 3, 97631, 6730
7101, 3, 99417, 6589
7201, 3, 100236, 6890
7301, 3, 101591, 6759
7401, 3, 103541, 7099
7501, 3, 104785, 6917
7601, 3, 106110, 7267
7701, 3, 107502, 7342
7801, 3, 108651, 7174
7901, 3, 110128, 7259
8001, 3, 111033, 7349
8101, 3, 112220, 7703
8201, 3, 114052, 7506
8301, 3, 115244, 7864
8401, 3, 116527, 7665
8501, 3, 118651, 7746
8601, 3, 119574, 7822
8701, 3, 120557, 7903
8801, 3, 122235, 7992
8901, 3, 123434, 8069
9001, 3, 125136, 8444
9101, 3, 126687, 8564
9201, 3, 128066, 8582
9301, 3, 128805, 8406
9401, 3, 130481, 8788
9501, 3, 131200, 8874
9601, 3, 132476, 8940
9701, 3, 134250, 8715
9801, 3, 135309, 8804
9901, 3, 136594, 8886
1, 4, 806, 1
101, 4, 2270, 111
201, 4, 3449, 214
301, 4, 4873, 302
401, 4, 6088, 401
501, 4, 8260, 520
601, 4, 9507, 636
701, 4, 10077, 703
801, 4, 12063, 803
901, 4, 13420, 950
1001, 4, 14714, 1064
1101, 4, 16125, 1161
1201, 4, 17419, 1266
1301, 4, 18650, 1300
1401, 4, 20582, 1487
1501, 4, 21289, 1588
1601, 4, 23296, 1608
1701, 4, 24100, 1707
1801, 4, 26026, 1916
1901, 4, 27333, 2013
2001, 4, 28660, 2123
2101, 4, 41763, 2106
2201, 4, 31247, 2312
2301, 4, 32454, 2306
2401, 4, 33866, 2402
2501, 4, 35766, 2508
2601, 4, 36499, 2607
2701, 4, 38496, 2863
2801, 4, 39206, 2963
2901, 4, 41151, 2906
3001, 4, 42438, 3009
3101, 4, 43861, 3109
3201, 4, 45110, 3368
3301, 4, 46298, 3312
3401, 4, 48345, 3405
3501, 4, 49412, 3703
3601, 4, 50155, 3802
3701, 4, 52094, 3703
3801, 4, 53410, 3805
3901, 4, 54677, 4102
4001, 4, 56122, 4200
4101, 4, 57856, 4100
4201, 4, 58862, 4204
4301, 4, 60593, 4296
4401, 4, 130646, 4641
4501, 4, 63064, 4505
4601, 4, 64422, 4598
4701, 4, 65663, 4694
4801, 4, 67545, 5045
4901, 4, 126762, 4901
5001, 4, 99126, 5299
5101, 4, 71487, 5090
5201, 4, 72723, 5195
5301, 4, 74179, 5286
5401, 4, 75685, 5693
5501, 4, 77102, 5753
5601, 4, 78965, 5880
5701, 4, 80165, 5981
5801, 4, 82342, 6090
5901, 4, 82831, 6173
6001, 4, 83978, 6324
6101, 4, 85467, 6398
6201, 4, 86635, 6498
6301, 4, 88287, 6605
6401, 4, 89352, 6763
6501, 4, 90603, 6480
6601, 4, 91757, 6577
6701, 4, 93083, 6677
6801, 4, 94928, 6782
6901, 4, 96267, 6886
7001, 4, 97477, 6972
7101, 4, 98921, 7072
7201, 4, 100982, 7177
7301, 4, 102074, 7644
7401, 4, 103199, 7371
7501, 4, 104814, 7932
7601, 4, 106193, 7580
7701, 4, 107657, 8079
7801, 4, 108739, 7780
7901, 4, 110537, 7872
8001, 4, 111613, 7977
8101, 4, 112972, 8490
8201, 4, 114621, 8603
8301, 4, 115771, 8743
8401, 4, 117021, 8366
8501, 4, 118644, 8464
8601, 4, 119407, 8570
8701, 4, 121039, 8656
8801, 4, 123439, 9218
8901, 4, 123812, 9322
9001, 4, 125078, 8963
9101, 4, 126779, 9058
9201, 4, 128024, 9681
9301, 4, 129598, 9253
9401, 4, 130304, 9903
9501, 4, 132293, 9457
9601, 4, 133257, 9553
9701, 4, 134922, 9663
9801, 4, 136465, 9747
9901, 4, 137750, 10374
1, 5, 1000, 1
101, 5, 2298, 109
201, 5, 3606, 201
301, 5, 4970, 302
401, 5, 6172, 401
501, 5, 8473, 502
601, 5, 9492, 605
701, 5, 10246, 706
801, 5, 12296, 858
901, 5, 13640, 910
1001, 5, 14870, 1083
1101, 5, 16303, 1177
1201, 5, 17635, 1207
1301, 5, 18820, 1304
1401, 5, 20927, 1495
1501, 5, 21671, 1510
1601, 5, 23477, 1699
1701, 5, 24319, 1706
1801, 5, 26249, 1932
1901, 5, 27531, 1904
2001, 5, 28764, 2006
2101, 5, 41876, 2106
2201, 5, 31471, 2356
2301, 5, 32736, 2306
2401, 5, 34113, 2563
2501, 5, 36030, 2505
2601, 5, 36902, 2609
2701, 5, 38906, 2881
2801, 5, 39586, 2995
2901, 5, 41581, 3116
3001, 5, 42831, 3012
3101, 5, 43871, 3113
3201, 5, 45359, 3216
3301, 5, 46574, 3313
3401, 5, 49432, 3652
3501, 5, 49337, 3514
3601, 5, 50727, 3842
3701, 5, 52459, 3974
3801, 5, 54200, 3813
3901, 5, 55033, 3910
4001, 5, 56522, 4272
4101, 5, 57851, 4121
4201, 5, 59449, 4226
4301, 5, 60767, 4618
4401, 5, 62112, 4426
4501, 5, 63287, 4839
4601, 5, 64695, 4614
4701, 5, 66037, 4720
4801, 5, 67486, 4821
4901, 5, 68967, 4925
5001, 5, 70131, 5350
5101, 5, 71569, 5129
5201, 5, 72953, 5221
5301, 5, 74152, 5317
5401, 5, 75531, 5426
5501, 5, 76913, 5878
5601, 5, 78270, 5969
5701, 5, 79724, 6071
5801, 5, 82136, 6229
5901, 5, 82459, 6347
6001, 5, 84049, 6025
6101, 5, 85368, 6121
6201, 5, 86534, 6641
6301, 5, 88185, 6311
6401, 5, 89582, 6433
6501, 5, 90879, 6960
6601, 5, 92130, 7081
6701, 5, 93330, 7152
6801, 5, 94770, 7290
6901, 5, 96157, 7412
7001, 5, 97509, 7448
7101, 5, 99581, 7608
7201, 5, 100102, 7693
7301, 5, 101670, 7331
7401, 5, 103101, 7417
7501, 5, 104466, 8021
7601, 5, 106212, 7633
7701, 5, 107202, 7725
7801, 5, 108700, 7832
7901, 5, 110151, 8452
8001, 5, 111653, 8031
8101, 5, 113049, 8118
8201, 5, 115278, 8756
8301, 5, 115743, 8913
8401, 5, 116909, 8431
8501, 5, 118296, 8527
8601, 5, 119704, 8619
8701, 5, 121353, 8728
8801, 5, 122381, 8835
8901, 5, 124060, 9547
9001, 5, 125833, 9610
9101, 5, 126952, 9722
9201, 5, 127836, 9839
9301, 5, 129519, 10005
9401, 5, 130863, 9427
9501, 5, 132510, 9552
9601, 5, 134612, 10284
9701, 5, 135114, 9740
9801, 5, 136207, 10510
9901, 5, 137733, 9935
1, 6, 907, 1
101, 6, 2498, 103
201, 6, 3687, 201
301, 6, 4971, 328
401, 6, 6226, 434
501, 6, 8366, 505
601, 6, 9729, 648
701, 6, 10282, 753
801, 6, 12405, 807
901, 6, 13569, 904
1001, 6, 15041, 1005
1101, 6, 16329, 1104
1201, 6, 17712, 1293
1301, 6, 18961, 1311
1401, 6, 20997, 1513
1501, 6, 21643, 1516
1601, 6, 23603, 1720
1701, 6, 24226, 1710
1801, 6, 26247, 1817
1901, 6, 27554, 2062
2001, 6, 28790, 2168
2101, 6, 42760, 2111
2201, 6, 31533, 2215
2301, 6, 32764, 2498
2401, 6, 34109, 2612
2501, 6, 36105, 2520
2601, 6, 36740, 2806
2701, 6, 38737, 2901
2801, 6, 39370, 2821
2901, 6, 41327, 2918
3001, 6, 42752, 3265
3101, 6, 44037, 3365
3201, 6, 45295, 3218
3301, 6, 46613, 3597
3401, 6, 48726, 3695
3501, 6, 49244, 3518
3601, 6, 51087, 3621
3701, 6, 52327, 4018
3801, 6, 53816, 3827
3901, 6, 55360, 4237
4001, 6, 56728, 4342
4101, 6, 58223, 4121
4201, 6, 59644, 4221
4301, 6, 60957, 4644
4401, 6, 62214, 4424
4501, 6, 63668, 4525
4601, 6, 64717, 4951
4701, 6, 66219, 4726
4801, 6, 67582, 5209
4901, 6, 69007, 4937
5001, 6, 70415, 5427
5101, 6, 71821, 5130
5201, 6, 73345, 5227
5301, 6, 74768, 5327
5401, 6, 76167, 5883
5501, 6, 77406, 5938
5601, 6, 78974, 5630
5701, 6, 80145, 5737
5801, 6, 81547, 6270
5901, 6, 83061, 6369
6001, 6, 84446, 6530
6101, 6, 86265, 6596
6201, 6, 87013, 6252
6301, 6, 88773, 6808
6401, 6, 89689, 6435
6501, 6, 90882, 7013
6601, 6, 92499, 6634
6701, 6, 93831, 7281
6801, 6, 95380, 6838
6901, 6, 96134, 7473
7001, 6, 97998, 7052
7101, 6, 99562, 7141
7201, 6, 100463, 7240
7301, 6, 102519, 7889
7401, 6, 103496, 8011
7501, 6, 104938, 7546
7601, 6, 106313, 7647
7701, 6, 108117, 8340
7801, 6, 109180, 7846
7901, 6, 111476, 7938
8001, 6, 111900, 8039
8101, 6, 112906, 8779
8201, 6, 114759, 8250
8301, 6, 116042, 8974
8401, 6, 117405, 8446
8501, 6, 118877, 8555
8601, 6, 119848, 8658
8701, 6, 121362, 9429
8801, 6, 122281, 8850
8901, 6, 123927, 9645
9001, 6, 126156, 9733
9101, 6, 126821, 9150
9201, 6, 127827, 9997
9301, 6, 129563, 9356
9401, 6, 130860, 9457
9501, 6, 132363, 10280
9601, 6, 133817, 10357
9701, 6, 134889, 9756
9801, 6, 136011, 10600
9901, 6, 138471, 10691
1, 7, 1044, 1
101, 7, 2387, 110
201, 7, 3704, 232
301, 7, 4959, 325
401, 7, 6299, 439
501, 7, 8483, 504
601, 7, 9749, 605
701, 7, 10373, 763
801, 7, 12496, 809
901, 7, 13728, 913
1001, 7, 15032, 1091
1101, 7, 16294, 1106
1201, 7, 17593, 1213
1301, 7, 18998, 1312
1401, 7, 20914, 1525
1501, 7, 21698, 1517
1601, 7, 23656, 1609
1701, 7, 24390, 1715
1801, 7, 26388, 1976
1901, 7, 27612, 2065
2001, 7, 28844, 2014
2101, 7, 41965, 2291
2201, 7, 31556, 2432
2301, 7, 33281, 2316
2401, 7, 34735, 2617
2501, 7, 36107, 2703
2601, 7, 36827, 2626
2701, 7, 38850, 2726
2801, 7, 39347, 3076
2901, 7, 41359, 3155
3001, 7, 42793, 3278
3101, 7, 44270, 3390
3201, 7, 45532, 3229
3301, 7, 46811, 3332
3401, 7, 48809, 3433
3501, 7, 49530, 3844
3601, 7, 51323, 3941
3701, 7, 52524, 3735
3801, 7, 53842, 3827
3901, 7, 55375, 3931
4001, 7, 56835, 4028
4101, 7, 58079, 4507
4201, 7, 59753, 4230
4301, 7, 61071, 4333
4401, 7, 62401, 4432
4501, 7, 63720, 4534
4601, 7, 65069, 4632
4701, 7, 66508, 4736
4801, 7, 67874, 5295
4901, 7, 69395, 4945
5001, 7, 70632, 5422
5101, 7, 71682, 5560
5201, 7, 73420, 5670
5301, 7, 74662, 5809
5401, 7, 76190, 5446
5501, 7, 77543, 5535
5601, 7, 78949, 5631
5701, 7, 80198, 6240
5801, 7, 81648, 5848
5901, 7, 83135, 6455
6001, 7, 84229, 6054
6101, 7, 85817, 6151
6201, 7, 86994, 6259
6301, 7, 88699, 6874
6401, 7, 89723, 6445
6501, 7, 91537, 6540
6601, 7, 92775, 7211
6701, 7, 93980, 7312
6801, 7, 96112, 7418
6901, 7, 96920, 6950
7001, 7, 98778, 7066
7101, 7, 99693, 7167
7201, 7, 100558, 7871
7301, 7, 102891, 7373
7401, 7, 103906, 8138
7501, 7, 105216, 8210
7601, 7, 106649, 8328
7701, 7, 107858, 8487
7801, 7, 109086, 7864
7901, 7, 110542, 7972
8001, 7, 111999, 8067
8101, 7, 113415, 8861
8201, 7, 114908, 8267
8301, 7, 116031, 8387
8401, 7, 117785, 8461
8501, 7, 119556, 8579
8601, 7, 120174, 9394
8701, 7, 121740, 8761
8801, 7, 122884, 9683
8901, 7, 124338, 9799
9001, 7, 125632, 9810
9101, 7, 127298, 9975
9201, 7, 128180, 9267
9301, 7, 129674, 9365
9401, 7, 131269, 9484
9501, 7, 132415, 9561
9601, 7, 134888, 9677
9701, 7, 135497, 9773
9801, 7, 136791, 10722
9901, 7, 138475, 10771
1, 8, 1058, 1
101, 8, 2406, 112
201, 8, 3714, 203
301, 8, 5080, 301
401, 8, 6354, 445
501, 8, 8538, 512
601, 8, 9780, 606
701, 8, 10295, 709
801, 8, 12531, 896
901, 8, 13752, 908
1001, 8, 15058, 1103
1101, 8, 16398, 1222
1201, 8, 17808, 1217
1301, 8, 19125, 1416
1401, 8, 21027, 1566
1501, 8, 21744, 1654
1601, 8, 23647, 1616
1701, 8, 24521, 1866
1801, 8, 26640, 1982
1901, 8, 27682, 1917
2001, 8, 28933, 2225
2101, 8, 42680, 2333
2201, 8, 31632, 2221
2301, 8, 32934, 2327
2401, 8, 34203, 2424
2501, 8, 36221, 2785
2601, 8, 37000, 2874
2701, 8, 38989, 2982
2801, 8, 39509, 3123
2901, 8, 41488, 3233
3001, 8, 42882, 3298
3101, 8, 44282, 3138
3201, 8, 45637, 3534
3301, 8, 47023, 3666
3401, 8, 48979, 3437
3501, 8, 49697, 3536
3601, 8, 51588, 3635
3701, 8, 52736, 4118
3801, 8, 54095, 3845
3901, 8, 55610, 4299
4001, 8, 56837, 4430
4101, 8, 58238, 4523
4201, 8, 59414, 4618
4301, 8, 61293, 4336
4401, 8, 62544, 4875
4501, 8, 63801, 4970
4601, 8, 64923, 4633
4701, 8, 66359, 4758
4801, 8, 67876, 4850
4901, 8, 69267, 5384
5001, 8, 71284, 5501
5101, 8, 72025, 5140
5201, 8, 73371, 5262
5301, 8, 74850, 5363
5401, 8, 75940, 5453
5501, 8, 77526, 5553
5601, 8, 78832, 5646
5701, 8, 80342, 5767
5801, 8, 81494, 5849
5901, 8, 82834, 5965
6001, 8, 84566, 6676
6101, 8, 85832, 6751
6201, 8, 87173, 6873
6301, 8, 88749, 6974
6401, 8, 90628, 7079
6501, 8, 91601, 7180
6601, 8, 92879, 6678
6701, 8, 94229, 7416
6801, 8, 95744, 6868
6901, 8, 96796, 7640
7001, 8, 98585, 7675
7101, 8, 99722, 7175
7201, 8, 101352, 7274
7301, 8, 102848, 7373
7401, 8, 104550, 8165
7501, 8, 105291, 8264
7601, 8, 106870, 8352
7701, 8, 107932, 7798
7801, 8, 109311, 8658
7901, 8, 110862, 7989
8001, 8, 112275, 8896
8101, 8, 113602, 8179
8201, 8, 115571, 9025
8301, 8, 116311, 9203
8401, 8, 117482, 9314
8501, 8, 118708, 9433
8601, 8, 120353, 8688
8701, 8, 121442, 8795
8801, 8, 123084, 8882
8901, 8, 124299, 8985
9001, 8, 125347, 9995
9101, 8, 126922, 9194
9201, 8, 128645, 10153
9301, 8, 129842, 10292
9401, 8, 130981, 9516
9501, 8, 132352, 9607
9601, 8, 134705, 10616
9701, 8, 135529, 10722
9801, 8, 136986, 9915
9901, 8, 138723, 10916
1, 9, 923, 1
101, 9, 2499, 114
201, 9, 3672, 224
301, 9, 5007, 325
401, 9, 6384, 436
501, 9, 8473, 561
601, 9, 9701, 662
701, 9, 10401, 780
801, 9, 12543, 815
901, 9, 13707, 919
1001, 9, 15177, 1013
1101, 9, 16413, 1228
1201, 9, 17839, 1213
1301, 9, 19114, 1309
1401, 9, 21031, 1547
1501, 9, 21713, 1521
1601, 9, 23697, 1785
1701, 9, 24575, 1904
1801, 9, 26363, 1821
1901, 9, 27671, 1924
2001, 9, 28837, 2225
2101, 9, 42275, 2338
2201, 9, 31751, 2230
2301, 9, 32932, 2328
2401, 9, 34539, 2674
2501, 9, 36365, 2792
2601, 9, 36916, 2643
2701, 9, 38336, 3006
2801, 9, 40105, 3114
2901, 9, 41586, 2945
3001, 9, 42809, 3032
3101, 9, 44298, 3135
3201, 9, 45494, 3243
3301, 9, 46803, 3334
3401, 9, 48133, 3431
3501, 9, 50216, 3911
3601, 9, 51039, 3998
3701, 9, 52675, 3737
3801, 9, 53956, 4229
3901, 9, 55608, 3959
4001, 9, 56763, 4460
4101, 9, 58408, 4151
4201, 9, 59725, 4674
4301, 9, 61177, 4776
4401, 9, 62608, 4458
4501, 9, 63737, 4564
4601, 9, 65181, 5124
4701, 9, 66717, 4757
4801, 9, 68125, 4850
4901, 9, 69288, 4976
5001, 9, 70776, 5067
5101, 9, 72274, 5689
5201, 9, 73560, 5791
5301, 9, 75066, 5902
5401, 9, 76601, 6025
5501, 9, 77737, 6150
5601, 9, 80036, 6243
5701, 9, 80442, 6351
5801, 9, 81575, 6467
5901, 9, 83020, 5970
6001, 9, 84209, 6698
6101, 9, 85794, 6168
6201, 9, 87582, 6905
6301, 9, 88878, 6390
6401, 9, 90511, 7202
6501, 9, 91869, 7294
6601, 9, 92980, 6682
6701, 9, 94444, 7472
6801, 9, 95471, 6872
6901, 9, 97286, 7748
7001, 9, 98593, 7069
7101, 9, 99596, 7976
7201, 9, 101600, 7281
7301, 9, 102586, 7400
7401, 9, 104024, 8222
7501, 9, 105133, 7604
7601, 9, 106670, 7711
7701, 9, 108082, 7817
7801, 9, 109352, 7907
7901, 9, 110732, 8003
8001, 9, 112007, 8921
8101, 9, 113465, 9103
8201, 9, 114855, 9125
8301, 9, 116729, 8420
8401, 9, 117773, 8505
8501, 9, 119096, 8614
8601, 9, 120081, 9621
8701, 9, 122439, 9650
8801, 9, 123269, 9834
8901, 9, 125079, 9021
9001, 9, 126055, 10020
9101, 9, 127804, 9208
9201, 9, 130204, 9317
9301, 9, 130371, 10398
9401, 9, 131303, 9529
9501, 9, 133537, 10649
9601, 9, 134530, 10730
9701, 9, 135834, 9815
9801, 9, 137366, 9941
9901, 9, 138860, 10018
1, 10, 1422, 1
101, 10, 2487, 115
201, 10, 3745, 204
301, 10, 5016, 343
401, 10, 6362, 402
501, 10, 8540, 511
601, 10, 9730, 613
701, 10, 10354, 797
801, 10, 12509, 922
901, 10, 13740, 1034
1001, 10, 15230, 1015
1101, 10, 16569, 1127
1201, 10, 17762, 1211
1301, 10, 19077, 1321
1401, 10, 21125, 1422
1501, 10, 21813, 1517
1601, 10, 23728, 1812
1701, 10, 24471, 1721
1801, 10, 26375, 1836
1901, 10, 27760, 1937
2001, 10, 29081, 2033
2101, 10, 42977, 2374
2201, 10, 31758, 2231
2301, 10, 33146, 2327
2401, 10, 34521, 2439
2501, 10, 36249, 2544
2601, 10, 37057, 2642
2701, 10, 38871, 3001
2801, 10, 39763, 2845
2901, 10, 41598, 2944
3001, 10, 43098, 3050
3101, 10, 44400, 3146
3201, 10, 45794, 3618
3301, 10, 47153, 3359
3401, 10, 49211, 3446
3501, 10, 49621, 3979
3601, 10, 51559, 3648
3701, 10, 52246, 3753
3801, 10, 53579, 3862
3901, 10, 56618, 3972
4001, 10, 57133, 4049
4101, 10, 58481, 4165
4201, 10, 59986, 4275
4301, 10, 61247, 4366
4401, 10, 62617, 4474
4501, 10, 64011, 4559
4601, 10, 65557, 5158
4701, 10, 66476, 4759
4801, 10, 67917, 4859
4901, 10, 69309, 4966
5001, 10, 70873, 5627
5101, 10, 72205, 5761
5201, 10, 73582, 5264
5301, 10, 74871, 5942
5401, 10, 76174, 6104
5501, 10, 77651, 5590
5601, 10, 79229, 6282
5701, 10, 80384, 5774
5801, 10, 82756, 6510
5901, 10, 83174, 6526
6001, 10, 84695, 6098
6101, 10, 85814, 6184
6201, 10, 87393, 7015
6301, 10, 88891, 7134
6401, 10, 90077, 6521
6501, 10, 91672, 7286
6601, 10, 92712, 6718
6701, 10, 94382, 6795
6801, 10, 95755, 6904
6901, 10, 97253, 7005
7001, 10, 98555, 7914
7101, 10, 99921, 7215
7201, 10, 101532, 8151
7301, 10, 102916, 7412
7401, 10, 104156, 8344
7501, 10, 105625, 7590
7601, 10, 107170, 8611
7701, 10, 108892, 7799
7801, 10, 109916, 8748
7901, 10, 111019, 8029
8001, 10, 112425, 8991
8101, 10, 113898, 8231
8201, 10, 115217, 8339
8301, 10, 116918, 8440
8401, 10, 117785, 9451
8501, 10, 118843, 9599
8601, 10, 120595, 9659
8701, 10, 121909, 9849
8801, 10, 124133, 9917
8901, 10, 125611, 10041
9001, 10, 126204, 10094
9101, 10, 128511, 10216
9201, 10, 129815, 10369
9301, 10, 130657, 10452
9401, 10, 131856, 9558
9501, 10, 133265, 10672
9601, 10, 134464, 10841
9701, 10, 135798, 9847
9801, 10, 136991, 11018
9901, 10, 138696, 11111
