num_wavefunction, num_operator, time
701, 41, 36989
801, 41, 39887
901, 41, 36788
1001, 41, 42733
1101, 41, 37211
1201, 41, 39354
1301, 41, 39302
1401, 41, 39397
1501, 41, 41744
1601, 41, 42929
1701, 41, 40006
1801, 41, 41593
1901, 41, 40296
2001, 41, 41984
2101, 41, 42223
2201, 41, 40237
2301, 41, 40808
2401, 41, 39533
2501, 41, 39826
2601, 41, 38546
2701, 41, 38524
2801, 41, 39549
2901, 41, 37457
3001, 41, 38158
3101, 41, 40550
3201, 41, 36154
3301, 41, 42427
3401, 41, 39208
3501, 41, 38340
3601, 41, 39816
3701, 41, 40735
3801, 41, 41641
3901, 41, 40759
4001, 41, 41044
4101, 41, 39306
4201, 41, 41925
4301, 41, 39181
4401, 41, 41670
4501, 41, 40780
4601, 41, 40569
4701, 41, 40190
4801, 41, 41442
4901, 41, 41500
1, 51, 42178
101, 51, 42191
201, 51, 47495
301, 51, 39888
401, 51, 40046
501, 51, 44192
601, 51, 47713
701, 51, 41462
801, 51, 45538
901, 51, 47456
1001, 51, 46757
1101, 51, 45624
1201, 51, 43857
1301, 51, 46027
1401, 51, 48222
1501, 51, 47821
1601, 51, 48953
1701, 51, 47558
1801, 51, 49076
1901, 51, 48979
2001, 51, 49468
2101, 51, 52499
2201, 51, 47945
2301, 51, 48495
2401, 51, 45055
2501, 51, 50443
2601, 51, 47320
2701, 51, 45966
2801, 51, 49196
2901, 51, 47227
3001, 51, 49614
3101, 51, 47391
3201, 51, 50893
3301, 51, 53294
3401, 51, 49557
3501, 51, 51334
3601, 51, 47599
3701, 51, 49055
3801, 51, 51220
3901, 51, 52563
4001, 51, 51096
4101, 51, 47858
4201, 51, 48695
4301, 51, 48065
4401, 51, 48302
4501, 51, 49499
4601, 51, 48056
4701, 51, 47744
4801, 51, 51989
4901, 51, 51019
1, 61, 52806
101, 61, 54041
201, 61, 55187
301, 61, 46408
401, 61, 46382
501, 61, 48755
601, 61, 58045
701, 61, 52548
801, 61, 51264
901, 61, 53446
1001, 61, 57468
1101, 61, 57350
1201, 61, 61256
1301, 61, 57585
1401, 61, 55724
1501, 61, 58350
1601, 61, 59042
1701, 61, 58183
1801, 61, 56943
1901, 61, 56588
2001, 61, 58455
2101, 61, 61637
2201, 61, 62531
2301, 61, 56221
2401, 61, 59414
2501, 61, 60797
2601, 61, 61584
2701, 61, 57560
2801, 61, 61065
2901, 61, 59277
3001, 61, 54544
3101, 61, 56051
3201, 61, 59361
3301, 61, 61203
3401, 61, 63241
3501, 61, 62090
3601, 61, 56408
3701, 61, 60309
3801, 61, 59480
3901, 61, 57805
4001, 61, 58670
4101, 61, 60489
4201, 61, 55086
4301, 61, 62680
4401, 61, 61138
4501, 61, 62461
4601, 61, 59211
4701, 61, 58720
4801, 61, 58632
4901, 61, 58071
1, 71, 59724
101, 71, 60109
201, 71, 58664
301, 71, 56642
401, 71, 57739
501, 71, 61798
601, 71, 66856
701, 71, 62487
801, 71, 62591
901, 71, 64117
1001, 71, 64362
1101, 71, 60630
1201, 71, 68208
1301, 71, 62440
1401, 71, 68406
1501, 71, 67519
1601, 71, 68825
1701, 71, 68768
1801, 71, 61925
1901, 71, 69869
2001, 71, 73545
2101, 71, 63954
2201, 71, 65222
2301, 71, 67705
2401, 71, 70899
2501, 71, 69503
2601, 71, 71179
2701, 71, 69181
2801, 71, 70964
2901, 71, 73541
3001, 71, 72052
3101, 71, 71208
3201, 71, 67729
3301, 71, 70830
3401, 71, 70406
3501, 71, 71822
3601, 71, 73136
3701, 71, 72342
3801, 71, 75297
3901, 71, 68820
4001, 71, 72413
4101, 71, 74512
4201, 71, 73743
4301, 71, 73071
4401, 71, 72448
4501, 71, 71758
4601, 71, 70891
4701, 71, 76262
4801, 71, 72845
4901, 71, 72186
1, 81, 72293
101, 81, 72445
201, 81, 69532
301, 81, 71758
401, 81, 69959
501, 81, 69189
601, 81, 70393
701, 81, 72126
801, 81, 72800
901, 81, 73412
1001, 81, 80007
1101, 81, 74577
1201, 81, 77196
1301, 81, 73754
1401, 81, 79541
1501, 81, 73491
1601, 81, 80626
1701, 81, 80845
1801, 81, 82105
1901, 81, 79677
2001, 81, 80407
2101, 81, 82932
2201, 81, 83645
2301, 81, 75299
2401, 81, 80793
2501, 81, 83152
2601, 81, 81197
2701, 81, 79847
2801, 81, 82888
2901, 81, 84335
3001, 81, 83466
3101, 81, 83297
3201, 81, 80916
3301, 81, 86946
3401, 81, 80374
3501, 81, 82961
3601, 81, 81830
3701, 81, 82820
3801, 81, 81679
3901, 81, 79599
4001, 81, 81704
4101, 81, 82952
4201, 81, 81219
4301, 81, 81942
4401, 81, 82159
4501, 81, 83795
4601, 81, 81265
4701, 81, 83500
4801, 81, 83853
4901, 81, 80615
1, 91, 72877
101, 91, 76874
201, 91, 77009
301, 91, 80520
401, 91, 83968
501, 91, 84798
601, 91, 86722
701, 91, 89750
801, 91, 90647
901, 91, 86627
1001, 91, 89460
1101, 91, 90510
1201, 91, 88692
1301, 91, 96666
1401, 91, 89714
1501, 91, 87181
1601, 91, 92694
1701, 91, 94277
1801, 91, 88691
1901, 91, 85613
2001, 91, 88868
2101, 91, 92728
2201, 91, 95350
2301, 91, 93679
2401, 91, 91868
2501, 91, 88743
2601, 91, 91172
2701, 91, 88665
2801, 91, 92388
2901, 91, 90309
3001, 91, 92889
3101, 91, 92813
3201, 91, 88178
3301, 91, 89847
3401, 91, 91632
3501, 91, 97136
3601, 91, 95323
3701, 91, 93591
3801, 91, 91047
3901, 91, 93726
4001, 91, 90034
4101, 91, 93523
4201, 91, 92840
4301, 91, 92811
4401, 91, 88360
4501, 91, 94034
4601, 91, 95898
4701, 91, 88766
4801, 91, 89587
4901, 91, 94993
